word,definition
"anticlinal","sloping downward away from a common crest"
"anadromous","migrating from the sea to fresh water to spawn"
"analytical","of a proposition that is necessarily true independent of fact or experience"
"analytical","using or skilled in using analysis (i.e., separating a whole--intellectual or substantial--into its elemental parts or basic principles)"
"apocarpous","(of ovaries of flowering plants) consisting of carpels that are free from one another as in buttercups or roses"
"aggravated","incited, especially deliberately, to anger"
"aggravated","made more severe or intense especially in law"
"alphabetic","arranged in order according to the alphabet"
"alphabetic","relating to or expressed by a writing system that uses an alphabet"
"altruistic","showing unselfish concern for the welfare of others"
"astigmatic","of or relating to a defect in the eye or in a lens caused by a deviation from spherical curvature which prevents light rays from meeting at a common focus and so results in distorted images"
"antepartum","occurring or existing before birth"
"appealable","capable of being appealed especially to a higher tribunal"
"appendaged","having an appendage"
"appetizing","appealing to or stimulating the appetite especially in appearance or aroma"
"appetising","appealing to or stimulating the appetite especially in appearance or aroma"
"amphibious","operating or living on land and in water"
"amphibious","relating to or characteristic of animals of the class Amphibia"
"antemortem","preceding death"
"antecedent","preceding in time or order"
"antecedent","the referent of an anaphor"
"antecedent","a preceding occurrence or cause or event"
"antecedent","someone from whom you are descended (but usually more remote than a grandparent)"
"antecedent","anything that precedes something similar in time"
"arbitrable","appropriate for or subject to settlement by arbitration"
"arenaceous","resembling or containing or abounding in sand"
"armor-clad","covered with heavy steel"
"articulate","expressing yourself easily or characterized by clear expressive language"
"articulate","consisting of segments held together by joints"
"articulate","to express or state clearly"
"articulate","to speak, pronounce, or utter in a certain way"
"articulate","to put into words or an expression"
"articulate","to provide with a joint"
"articulate","to unite by forming a joint or joints"
"ascribable","capable of being assigned or credited to"
"abstracted","lost in thought"
"attractive","pleasing to the eye or mind especially through beauty or charm"
"attractive","having power to arouse interest"
"attractive","having the properties of a magnet"
"attachable","capable of being fastened or added to something else"
"associable","capable of being associated"
"authorized","endowed with authority"
"authorized","sanctioned by established authority"
"authorised","endowed with authority"
"authorised","sanctioned by established authority"
"accredited","given official approval to act"
"autoecious","of parasites especially rust fungi"
"autogenous","originating within the body"
"astringent","tending to draw together or constrict soft organic tissue"
"astringent","sour or bitter in taste"
"astringent","a drug that causes contraction of body tissues and canals"
"auspicious","auguring favorable circumstances and good luck"
"acquirable","capable of being acquired"
"amendatory","effecting amendment"
"ash-blonde","of hair color"
"Acheronian","dark and dismal as of the rivers Acheron and Styx in Hades"
"Acherontic","dark and dismal as of the rivers Acheron and Styx in Hades"
"acarpelous","having no carpels"
"adjustable","capable of being regulated"
"adjustable","capable of being changed so as to match or fit"
"ambivalent","uncertain or unable to decide about what course to follow"
"achromatic","having no hue"
"addlepated","stupid and confused"
"antiseptic","devoid of objectionable language"
"antiseptic","clean and honest"
"antiseptic","thoroughly clean and free of or destructive to disease-causing organisms"
"antiseptic","freeing from error or corruption"
"antiseptic","a substance that destroys micro-organisms that carry disease without harming body tissues"
"advertised","called to public attention"
"aggregated","formed of separate units gathered into a mass or whole"
"all-around","many-sided"
"acetabular","of the cup-shaped socket that receives the head of the thigh bone"
"aphoristic","terse and witty and like a maxim"
"aphoristic","containing aphorisms or maxims"
"adjunctive","joining"
"anarchical","without law or control"
"arboresque","resembling a tree in form and branching structure"
"arboriform","resembling a tree in form and branching structure"
"appraising","exercising or involving careful evaluations"
"astounding","bewildering or striking dumb with wonder"
"astounding","so surprisingly impressive as to stun or overwhelm"
"ankle-deep","coming only to the ankle or knee"
"adjuratory","containing a solemn charge or command"
"adjuratory","earnestly or solemnly entreating"
"autocratic","characteristic of an absolute ruler or absolute rule"
"autocratic","offensively self-assured or given to exercising usually unwarranted power"
"autarkical","of countries"
"autarkical","of or relating to or characterized by autarchy"
"autonomous","(of persons) free from external control and constraint in e.g. action and judgment"
"autonomous","existing as an independent entity"
"autonomous","of political bodies, not controlled by outside forces"
"alienating","causing hostility or loss of friendliness"
"aboriginal","having existed from the beginning"
"aboriginal","characteristic of or relating to people inhabiting a region from the beginning"
"aboriginal","an indigenous person who was born in a particular place"
"archeozoic","of or belonging to earlier of two divisions of the Precambrian era"
"auriculate","having auricles"
"appointive","subject to appointment"
"appointive","relating to the act of appointing"
"autogamous","characterized by or fit for autogamy"
"attenuated","reduced in strength"
"attenuated","of an electrical signal"
"accusative","containing or expressing accusation"
"accusative","serving as or indicating the object of a verb or of certain prepositions and used for certain other purposes"
"accusative","the case of nouns serving as the direct object of a verb"
"accusatory","containing or expressing accusation"
"affordable","that you have the financial means for"
"abdominous","having a large belly"
"alacritous","quick and eager"
"adulterous","not faithful to a spouse or lover"
"adulterous","characterized by adultery"
"acquainted","having fair knowledge of"
"admonitory","expressing reproof or reproach especially as a corrective"
"admonitory","serving to warn"
"archetypal","representing or constituting an original type after which other similar things are patterned"
"adamantine","impervious to pleas, persuasion, requests, reason"
"adamantine","having the hardness of a diamond"
"adamantine","consisting of or having the hardness of adamant"
"anatropous","(of a plant ovule) completely inverted"
"adscripted","(used of persons) bound to a tract of land"
"alliaceous","smelling of onions or garlic"
"alliaceous","of or pertaining to the botanical genus Allium"
"air-filled","full of air"
"abranchial","having no gills"
"accoutered","provided with necessary articles of equipment for a specialized, especially military, purpose"
"abominable","exceptionally bad or displeasing"
"abominable","unequivocally detestable"
"alterative","tending to cure or restore to health"
"acephalous","lacking a head or a clearly defined head"
"anticipant","marked by eager anticipation"
"anticipant","one who anticipates"
"alpestrine","growing at high altitudes"
"autologous","derived from organisms of the selfsame individual"
"anthropoid","resembling human beings"
"anthropoid","resembling apes"
"anthropoid","any member of the suborder Anthropoidea including monkeys and apes and hominids"
"anthropoid","person who resembles a nonhuman primate"
"agnostical","uncertain of all claims to knowledge"
"accidental","happening by chance or unexpectedly or unintentionally"
"accidental","a musical notation that makes a note sharp or flat or natural although that is not part of the key signature"
"actionable","affording grounds for legal action"
"astronomic","inconceivably large"
"astronomic","relating or belonging to the science of astronomy"
"adulterine","conceived in adultery"
"analogical","expressing, composed of, or based on an analogy"
"amerciable","of a crime or misdemeanor"
"apotropaic","having the power to prevent evil or bad luck"
"asterisked","marked with an asterisk"
"alleviated","(of pain or sorrow) made easier to bear"
"adolescent","in the state of development between puberty and maturity"
"adolescent","displaying or suggesting a lack of maturity"
"adolescent","being of the age 13 through 19"
"adolescent","relating to or peculiar to or suggestive of an adolescent"
"adolescent","a juvenile between the onset of puberty and maturity"
"ametabolic","undergoing slight or no metamorphosis"
"ametabolic","undergoing little or no metamorphosis"
"ambulatory","able to walk about"
"ambulatory","relating to or adapted for walking"
"ambulatory","a covered walkway (as in a cloister)"
"antebellum","belonging to a period before a war especially the American Civil War"
"antimonial","containing antimony"
"auriferous","containing gold"
"antidromic","conducting nerve impulses in a direction opposite to normal"
"automotive","containing within itself the means of propulsion or movement"
"automotive","of or relating to motor vehicles"
"apologetic","offering or expressing apology"
"antiquated","so extremely old as seeming to belong to an earlier period"
"assaultive","disposed to attack"
"admissible","deserving to be admitted"
"admittable","deserving to be allowed to enter"
"admittible","deserving to be allowed to enter"
"appeasable","capable of being pacified"
"affirmable","capable of being affirmed or asserted"
"assertable","capable of being affirmed or asserted"
"attainable","capable of being attained or accomplished"
"apolitical","politically neutral"
"afflictive","causing misery or pain or distress"
"assessable","capable of being considered carefully"
"assessable","capable of being assessed especially for the purpose of taxation"
"aplacental","having no placenta"
"achievable","capable of existing or taking place or proving true"
"amateurish","lacking professional skill or expertise"
"adulterate","mixed with impurities"
"adulterate","to corrupt, debase, or make impure by adding a foreign or inferior substance"
"apocryphal","being of questionable authenticity"
"affiliated","being joined in close association"
"answerable","morally or legally responsible to a higher authority"
"answerable","capable of being answered"
"applicable","capable of being applied"
"amygdaloid","shaped like an almond"
"amygdaloid","volcanic rock in which rounded cavities formed by expanding gas have subsequently become filled with mineral deposits"
"aspherical","varying slightly from a perfectly spherical shape"
"arrhythmic","without regard for rhythm"
"arrhythmic","lacking a steady rhythm"
"antithetic","sharply contrasted in character or purpose"
"adulterant","making impure or corrupt by adding extraneous materials"
"adulterant","any substance that lessens the purity or effectiveness of a substance"
"ascendable","capable of being ascended"
"ascendible","capable of being ascended"
"awl-shaped","shaped like an awl"
"analyzable","capable of being partitioned"
"antisocial","hostile to or disruptive of normal standards of social behavior"
"antisocial","shunning contact with others"
"amylaceous","resembling starch"
"astomatous","having no mouth or mouthlike opening"
"asymmetric","characterized by asymmetry in the spatial arrangement or placement of parts or components"
"allopatric","(of biological species or speciation) occurring in areas isolated geographically from one another"
"anachronic","chronologically misplaced"
"antonymous","of words: having opposite meanings"
"astonished","filled with the emotional impact of overwhelming surprise or shock"
"apodeictic","of a proposition"
"amalgamate","joined together into a whole"
"amalgamate","to bring or combine together or with something else"
"assailable","not defended or capable of being defended"
"allargando","gradually decreasing in tempo and broadening in manner"
"air-cooled","cooled by a flow of air"
"Aberdonian","of or relating to Aberdeen"
"anchoritic","characterized by ascetic solitude"
"allogeneic","denoting or relating to cells or tissues from individuals belonging to the same species but genetically dissimilar (and hence immunologically incompatible)"
"alimentary","of or providing nourishment"
"Aboriginal","of or pertaining to members of the indigenous people of Australia"
"anopheline","relating to or characteristic of malaria mosquitoes"
"anopheline","any mosquito of the genus Anopheles"
"agrypnotic","of or pertaining to agrypnia"
"anorthitic","characteristic of anorthite"
"ammoniacal","pertaining to or containing or similar to ammonia"
"acanthotic","of or relating to or having acanthosis"
"acetylenic","of or related to acetylene"
"albinistic","of or pertaining to or affected by albinism"
"amygdaline","related to or resembling an almond"
"amylolytic","of or related to the process of amylolysis"
"albuminous","relating to or containing or resembling albumin"
"antibiotic","of or relating to antibiotic drugs"
"antibiotic","a chemical substance derivable from a mold or bacterium that can kill microorganisms and cure bacterial infections"
"alchemical","related to or concerned with alchemy"
"anticancer","used in the treatment of cancer"
"anaglyphic","related to anaglyphs or anaglyphy"
"anaglyptic","related to anaglyphs or anaglyphy"
"antitumour","used in the treatment of cancer"
"anagogical","based on or exemplifying anagoge"
"algolagnic","of or relating to algolagnia"
"algometric","of or related to algometry"
"acrogenous","pertaining to flowerless plants (ferns or mosses) in which growth occurs only at the tip of the main stem"
"anamnestic","of or relating to anamnesis"
"Algonquian","of or relating to an Algonquian tribe or its people or language"
"anamorphic","pertaining to a kind of distorting optical system"
"anamorphic","pertaining to gradual evolution from one type of organism to another"
"antinomian","relating to or influenced by antinomianism"
"antinomian","a follower of the doctrine of antinomianism"
"anaplastic","of or relating to anaplasia"
"anasarcous","characterized by or affected by dropsy"
"antiphonal","relating to or resembling an antiphon or antiphony"
"antiphonal","containing or using responses"
"antiphonal","bound collection of antiphons"
"Andalusian","in or relating to Andalusia"
"adactylous","without fingers and/or toes"
"alkahestic","of or pertaining to the alkahest that alchemists assumed to exist"
"alkaloidal","pertaining to or consisting of alkaloids"
"androgenic","of or related to the male hormone androgen"
"antipodean","relating to the antipodes or situated at opposite sides of the earth"
"allergenic","relating to or having the effect of an allergen"
"anoestrous","of or relating to anestrus"
"allogamous","relating to cross-fertilization in plants"
"adrenergic","relating to epinephrine (its release or action)"
"adrenergic","drug that has the effects of epinephrine"
"allomerous","pertaining to allomerism"
"allometric","relating to or marked by allometry"
"allophonic","pertaining to allophones"
"allotropic","of or related to or exhibiting allotropism"
"alphameric","of or pertaining to alphanumeric characters"
"aeriferous","conveying air"
"annalistic","relating to annals"
"ambulacral","pertaining to the ambulacra of radial echinoderms"
"aeronautic","of or pertaining to aeronautics"
"articulary","relating to or affecting the joints of the body"
"apothecial","of or relating to the apothecium of some lichens and fungi"
"appositive","relating to or being in apposition"
"ascosporic","of or relating to ascospores"
"asteriated","(of some crystals especially gemstones) exhibiting asterism"
"aquiferous","of or relating to an aquifer"
"asterismal","relating to asterisms or constellations"
"astragalar","of or relating to the anklebone"
"astrocytic","of or relating to or containing large star-shaped cells in the neuroglia"
"archaistic","imitative of an archaic style or manner"
"autoimmune","of or relating to the immune response of the body against substance normally present in the body"
"austenitic","composed of austenite"
"anxiolytic","anxiety relieving"
"anxiolytic","a tranquilizer used to relieve anxiety and reduce tension and irritability"
"autacoidal","of or relating to an autacoid"
"aphaeretic","relating to or formed by or consisting of aphaeresis"
"Apocryphal","of or belonging to the Apocrypha"
"arthralgic","of or relating to arthralgia"
"autophytic","of or relating to organisms (as green plants) that can make complex organic nutritive compounds from simple inorganic sources by photosynthesis"
"apogametic","of or relating to the development of an embryo in the absence of fertilization"
"apophyseal","of or relating to an apophysis"
"apoplectic","pertaining to or characteristic of apoplexy"
"apopemptic","addressed to one who is departing"
"acronymous","characterized by the use of acronyms"
"antifungal","capable of destroying fungi"
"antifungal","any agent that destroys or prevents the growth of fungi"
"acoustical","of or relating to the science of acoustics"
"anatomical","of or relating to the structure of the body"
"anatomical","of or relating to the branch of morphology that studies the structure of organisms"
"anatomical","an expression that relates to anatomy"
"ateleiotic","of or relating to ateleiosis"
"asymptotic","relating to or of the nature of an asymptote"
"anapaestic","(of a metric foot) characterized by two short syllables followed by a long one"
"aetiologic","relating to the etiology of a disease"
"aetiologic","of or relating to the philosophical study of causation"
"adjectival","of or relating to or functioning as an adjective"
"Afro-Asian","of or relating to the nations of Africa and Asia or their peoples"
"arteriolar","of or relating to or involving arterioles"
"appetitive","of or relating to appetite"
"asteroidal","of or relating to or resembling an asteroid"
"aneurysmal","relating to or affected by an aneurysm"
"aneurismal","relating to or affected by an aneurysm"
"Aeschylean","of or relating to or in the manner of Aeschylus"
"Audenesque","in the manner of W. H. Auden"
"aldermanic","of or relating to or like an alderman"
"aldermanly","of or relating to or like an alderman"
"anesthetic","characterized by insensibility"
"anesthetic","relating to or producing insensibility"
"anesthetic","a drug that causes temporary loss of bodily sensations"
"arithmetic","relating to or involving arithmetic"
"arithmetic","the branch of pure mathematics dealing with the theory of numerical calculations"
"Australian","of or relating to or characteristic of Australia or its inhabitants or its languages"
"allopathic","of or relating to the practice of allopathy"
"ammoniated","combined or treated with ammonia"
"absolutist","pertaining to the principle of totalitarianism"
"absolutist","one who advocates absolutism"
"alienation","the action of alienating"
"alienation","(law) the voluntary and absolute transfer of title and possession of real property from one person to another"
"alienation","the feeling of being alienated from other people"
"alienation","separation resulting from hostility"
"attainment","arrival at a new stage"
"attainment","the act of achieving an aim"
"attainment","an ability that has been acquired by training"
"appearance","the act of appearing in public view"
"appearance","pretending that something is the case in order to make a good impression"
"appearance","formal attendance (in court or at a hearing) of a party in an action"
"appearance","outward or visible aspect of a person or thing"
"appearance","a mental representation"
"appearance","the event of coming into sight"
"apparition","an act of appearing or becoming visible unexpectedly"
"apparition","something existing in perception only"
"apparition","the appearance of a ghostlike figure"
"apparition","a ghostly appearing figure"
"acceptance","the act of taking something that is offered"
"acceptance","the act of accepting with approval"
"acceptance","a disposition to tolerate or accept people or situations"
"acceptance","the mental attitude that something is believable and should be accepted as true"
"acceptance","in contract law, words signifying consent to the terms of an offer, thereby creating a contract"
"acceptance","banking: a time draft drawn on and accepted by a bank"
"acceptance","the state of being acceptable and accepted"
"assumption","the act of taking possession of or power over something"
"assumption","the act of assuming or taking for granted"
"assumption","audacious (even arrogant) behavior that you have no right to"
"assumption","a hypothesis that is taken for granted"
"assumption","a statement that is assumed to be true and from which a conclusion can be drawn"
"annexation","the formal act of acquiring something (especially territory) by conquest or occupation"
"annexation","incorporation by joining or uniting"
"arrogation","seizure by the government"
"automation","the act of implementing the control of equipment with advanced technology"
"automation","equipment used to achieve automatic control or operation"
"automation","the condition of being automatically operated or controlled"
"absolution","the act of absolving or remitting"
"absolution","the condition of being formally forgiven by a priest in the sacrament of penance"
"allurement","the power to entice or attract through personal charm"
"allurement","attractiveness"
"adjunction","an act of joining or adjoining things"
"attachment","the act of fastening things together"
"attachment","the act of attaching or affixing something"
"attachment","faithful support for a cause or political party or religion"
"attachment","a supplementary part or accessory"
"attachment","a connection that fastens things together"
"attachment","a writ authorizing the seizure of property that may be needed for the payment of a judgment in a judicial proceeding"
"attachment","a feeling of affection for a person or an institution"
"about-face","a major change in attitude or principle or point of view"
"about-face","act of pivoting 180 degrees, especially in a military formation"
"about-face","to change one's mind and assume the opposite viewpoint"
"about-face","to turn, usually 180 degrees"
"assignment","the act of putting a person into a non-elective position"
"assignment","the act of distributing something to designated places or persons"
"assignment","a duty that you are assigned to perform, especially in the armed forces"
"assignment","an undertaking that you have been assigned to do (as by an instructor)"
"assignment","the instrument by which a claim or right or interest or property is transferred from one person to another"
"assignment","(law) a transfer of property by deed of conveyance"
"allocation","(computer science) the assignment of particular areas of a magnetic disk to particular data or instructions"
"allocation","the act of distributing by allotting or apportioning"
"allocation","a share set aside for a specific purpose"
"adaptation","(physiology) the responsive adjustment of a sense organ (as the eye) to varying conditions (as of light)"
"adaptation","a written work (as a novel) that has been recast in a new form"
"adaptation","the process of changing or adjusting to something"
"alteration","the act of making something different (as e.g. the size of a garment)"
"alteration","the act of revising or altering (involving reconsideration and modification)"
"alteration","an event that occurs when something passes from one state or phase to another"
"adjustment","the act of making something different (as e.g. the size of a garment)"
"adjustment","the act of adjusting something to match a standard"
"adjustment","making or becoming suitable"
"adjustment","an amount added or deducted on the basis of qualifying circumstances"
"adjustment","the process of adapting to something (such as environmental conditions)"
"abnegation","renunciation of your own interests in favor of the interests of others"
"abnegation","the denial and rejection of a doctrine or belief"
"aborticide","the act of destroying a fetus"
"aborticide","a drug (or other chemical agent) that causes abortion"
"abrogation","the act of abrogating"
"authorship","the act of initiating a new idea or theory or writing"
"authorship","the act of creating written works"
"activation","making active and effective (as a bomb)"
"activation","the activity of causing to have energy and be active"
"activation","stimulation of activity in an organism or chemical"
"abreaction","(psychoanalysis) purging of emotional tensions"
"ambulation","walking about"
"acrobatics","the performance of stunts while in flight in an aircraft"
"acrobatics","the gymnastic moves of an acrobat"
"aerobatics","the performance of stunts while in flight in an aircraft"
"annotation","the act of adding notes"
"annotation","a comment or instruction (usually added)"
"annotating","the act of adding notes"
"accruement","the act of accumulating"
"abscission","the act of cutting something off"
"abscission","shedding of flowers and leaves and fruit following formation of scar tissue in a plant"
"affixation","the act of attaching or affixing something"
"affixation","formation of a word by means of an affix"
"affixation","the result of adding an affix to a root word"
"angulation","the act of making angulate (having corners)"
"angulation","the precise measurement of angles"
"accounting","the occupation of maintaining and auditing records and preparing financial reports for a business"
"accounting","a system that provides quantitative information about finances"
"accounting","a convincing explanation that reveals basic causes"
"accounting","a statement of recent transactions and the resulting balance"
"accounting","a bookkeeper's chronological list of related debits and credits of a business"
"amputation","a surgical removal of all or part of a limb"
"amputation","a condition of disability resulting from the loss of one or more limbs"
"autoplasty","surgical repair by using tissue from another part of the patient's own body"
"autoplasty","tissue that is taken from one site and grafted to another site on the same person"
"acidimetry","volumetric analysis using standard solutions of acids to measure the amount of a base present"
"anointment","the act of applying oil or an oily liquid"
"autogenics","training patients in self-induced relaxation"
"aerophagia","swallowing air (usually followed by belching and discomfort and flatulence)"
"aspiration","the act of inhaling"
"aspiration","a will to succeed"
"aspiration","a manner of articulation involving an audible release of breath"
"aspiration","a cherished desire"
"automatism","any reaction that occurs automatically without conscious thought or reflection (especially the undirected behavior seen in psychomotor epilepsy)"
"assessment","the act of judging or assessing a person or situation or event"
"assessment","the market value set on assets"
"assessment","the classification of someone or something with respect to its worth"
"assessment","an amount determined as payable"
"apiculture","the cultivation of bees on a commercial scale for the production of honey"
"aggression","violent action that is hostile and usually unprovoked"
"aggression","deliberately unfriendly behavior"
"aggression","the act of initiating hostilities"
"aggression","a disposition to behave aggressively"
"aggression","a feeling of hostility that arouses thoughts of attack"
"assortment","the act of distributing things into classes or categories of the same type"
"assortment","a collection containing a variety of sorts of things"
"assembling","the act of gathering something together"
"anemometry","measuring wind speed and direction"
"audiometry","measuring sensitivity of hearing"
"audiometry","the measurement of hearing"
"apposition","the act of positioning close together (or side by side)"
"apposition","(biology) growth in the thickness of a cell wall by the deposit of successive layers of material"
"apposition","a grammatical relation between a word and a noun phrase that follows"
"astrolatry","the worship of planets or stars"
"apotheosis","the elevation of a person (as to the status of a god)"
"apotheosis","model of excellence or perfection of a kind"
"activating","the activity of causing to have energy and be active"
"activating","causing motion or action or change"
"antagonism","(biochemistry) interference in or inhibition of the physiological action of a chemical substance by another having a similar structure"
"antagonism","an actively expressed feeling of dislike and hostility"
"antagonism","the relation between opposing principles or forces or factors"
"antagonism","a state of deep-seated ill-will"
"abstinence","act or practice of refraining from indulging an appetite"
"abstinence","the trait of abstaining (especially from alcohol)"
"asceticism","rigorous self-denial and active self-restraint"
"asceticism","the trait of great self-denial (especially refraining from worldly pleasures)"
"asceticism","the doctrine that through renunciation of worldly pleasures it is possible to achieve a high spiritual or intellectual state"
"accordance","the act of granting rights"
"accordance","concurrence of opinion"
"almsgiving","making voluntary contributions to aid the poor"
"auto-da-fe","the burning to death of heretics (as during the Spanish Inquisition)"
"admiration","a favorable judgment"
"admiration","a feeling of delighted approval and liking"
"admiration","the feeling aroused by something strange and surprising"
"allegiance","the act of binding yourself (intellectually or emotionally) to a course of action"
"allegiance","the loyalty that citizens owe to their country (or subjects to their sovereign)"
"assistance","the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose"
"assistance","a resource"
"attendance","the act of being present (at a meeting or event etc.)"
"attendance","the number of people that are present"
"attendance","the frequency with which a person is present"
"admittance","the act of admitting someone to enter"
"admittance","the right to enter"
"assemblage","the social act of assembling"
"assemblage","a system of components assembled together for a particular purpose"
"assemblage","several things grouped together or considered as a whole"
"assemblage","a group of persons together in one place"
"animalcule","microscopic organism such as an amoeba or paramecium"
"arborvirus","a large heterogeneous group of RNA viruses divisible into groups on the basis of the virions"
"adenovirus","any of a group of viruses including those that in humans cause upper respiratory infections or infectious pinkeye"
"arenavirus","animal viruses belonging to the family Arenaviridae"
"alphavirus","an arbovirus of the family Togaviridae that can cause a variety of encephalitis in horses"
"acidophile","an organism that thrives in a relatively acid environment"
"ambystomid","small to moderate-sized terrestrial or semiaquatic New World salamander"
"ankylosaur","having the back covered with thick bony plates"
"allosaurus","late Jurassic carnivorous dinosaur"
"anatotitan","one of the largest and most famous duck-billed dinosaurs"
"aftershaft","a supplementary feather (usually small) on the underside of the base of the shaft of some feathers in some birds"
"actinozoan","sessile marine coelenterates including solitary and colonial polyps"
"ambulacrum","one of the five areas on the undersurface of an echinoderm on which the tube feet are located"
"angwantibo","a kind of lemur"
"anglerfish","fishes having large mouths with a wormlike filament attached for luring prey"
"archerfish","any of several small freshwater fishes that catch insects by squirting water at them and knocking them into the water"
"acetanilid","a white crystalline compound used as an analgesic and also as an antipyretic"
"acebutolol","an oral beta blocker (trade name Sectral) used in treating hypertension"
"alpenstock","a stout staff with a metal point"
"air-intake","a duct that admits air to be mixed with fuel"
"alprazolam","an antianxiety agent (trade name Xanax) of the benzodiazepine class"
"altarpiece","a painted or carved screen placed above and behind an altar or communion table"
"altazimuth","an instrument that measures the altitude and azimuth of celestial bodies"
"alternator","an old term for an electric generator that produces alternating current (especially in automobiles)"
"aiguilette","ornamental tagged cord or braid on the shoulder of a uniform"
"amiodarone","an antiarrhythmic drug (trade name Cordarone) that has potentially fatal side effects and is used to control serious heart rhythm problems only when safer agents have been ineffective"
"ammunition","projectiles to be fired from a gun"
"ammunition","information that can be used to attack or defend a claim or argument or viewpoint"
"ammunition","any nuclear or chemical or biological material that can be used as a weapon of mass destruction"
"ampicillin","semisynthetic penicillin (trade names Principen and Polycillin and SK-Ampicillin)"
"antagonist","a drug that neutralizes or counteracts the effects of another drug"
"antagonist","a muscle that relaxes while another contracts"
"antagonist","someone who offers opposition"
"apishamore","a saddle blanket made of buffalo hide"
"anastigmat","compound lens or lens system designed to be free of astigmatism and able to form approximately point images"
"appendicle","a small appendage"
"anemometer","a gauge for recording the speed and direction of wind"
"applicator","a device for applying a substance"
"antiemetic","a drug that prevents or alleviates nausea and vomiting"
"angioscope","a modified microscope used to study capillary vessels"
"angiotonin","any of several vasoconstrictor substances (trade name Hypertensin) that cause narrowing of blood vessels"
"angledozer","a bulldozer with an angled moldboard to push earth to one side"
"architrave","the lowest part of an entablature"
"architrave","the molding around a door or window"
"arthrogram","an X ray of a joint after the injection of a contrast medium"
"autoloader","a firearm that reloads itself"
"autostrada","an expressway in an Italian-speaking country"
"attenuator","an electrical device for attenuating the strength of an electrical signal"
"audiometer","an instrument used to measure the sensitivity of hearing"
"auditorium","the area of a theater or concert hall where the audience sits"
"automobile","a motor vehicle with four wheels"
"automobile","to travel in an automobile"
"alleviator","remedy that alleviates pain without curing"
"alleviator","a therapist who makes suffering more endurable"
"atherodyde","a simple type of jet engine"
"activewear","attire worn for sport or for casual wear"
"affability","a disposition to be friendly and approachable; easy to talk to"
"amiability","a disposition to be friendly and approachable (easy to talk to)"
"amiability","a cheerful and agreeable mood"
"activeness","the trait of being active"
"activeness","the state of being active"
"attraction","the quality of arousing interest"
"attraction","a characteristic that provides pleasure and attracts"
