word,definition
"acute","having or experiencing a rapid onset and short but severe course"
"acute","of critical importance and consequence"
"acute","extremely sharp or intense"
"acute","having or demonstrating ability to recognize or draw fine distinctions"
"acute","ending in a sharp point"
"acute","of an angle"
"acute","a mark (') placed above a vowel to indicate pronunciation"
"astir","on the move"
"astir","out of bed"
"agile","moving quickly and lightly"
"agile","mentally quick"
"alert","engaged in or accustomed to close observation"
"alert","mentally perceptive and responsive"
"alert","quick and energetic"
"alert","an automatic signal (usually a sound) warning of danger"
"alert","a warning serves to make you more alert to danger"
"alert","condition of heightened watchfulness or preparation for action"
"alert","to warn or arouse to a sense of danger or call to a state of preparedness"
"angry","feeling or showing anger"
"angry","(of the elements) as if showing violent anger"
"angry","severely inflamed and painful"
"anon.","having no known name or identity or known source"
"armed","(used of persons or the military) characterized by having or bearing arms"
"armed","(used of plants and animals) furnished with bristles and thorns"
"armed","having arms or arms as specified"
"awned","having awns i.e. bristlelike or hairlike appendages on the flowering parts of some cereals and grasses"
"acned","(of complexion) blemished by imperfections of the skin"
"adust","burned brown by the sun"
"adust","dried out by heat or excessive exposure to sunlight"
"afoul","especially of a ship's lines etc"
"aglow","softly bright or radiant"
"amber","of a medium to dark brownish yellow color"
"amber","a deep yellow color"
"amber","a hard yellowish to brownish translucent fossil resin"
"azure","of a deep somewhat purplish blue color similar to that of a clear October sky"
"azure","a light shade of blue"
"azure","to color blue"
"ashen","anemic looking from illness or emotion"
"ashen","made of wood of the ash tree"
"afire","lighted up by or as by fire or flame"
"amort","utterly cast down"
"azoic","before the appearance of life"
"alpha","early testing stage of a software or hardware product"
"alpha","first in order of importance"
"alpha","the 1st letter of the Greek alphabet"
"alpha","the beginning of a series or sequence"
"antic","ludicrously odd"
"antic","a ludicrous or grotesque act done for fun and amusement"
"antic","to act as or like a clown"
"alien","being or from or characteristic of another place or part of the world"
"alien","not contained in or deriving from the essential nature of something"
"alien","a form of life assumed to exist outside the Earth or its atmosphere"
"alien","a person who comes from a foreign country"
"alien","anyone who does not belong in the environment in which they are found"
"alien","to arouse hostility or indifference in where there had formerly been love, affection, or friendliness"
"alien","to transfer property or ownership"
"atrip","(of an anchor) just clear of the bottom"
"awash","covered with water"
"atilt","departing or being caused to depart from the true vertical or horizontal"
"apish","being or given to servile imitation"
"acold","of persons"
"algid","chilly"
"awing","inspiring awe or admiration or wonder"
"axial","situated on or along or in the direction of an axis"
"axial","of or relating to or resembling an axis of rotation"
"axial","relating to or attached to the axis"
"adult","(of animals) fully developed"
"adult","designed to arouse lust"
"adult","any mature animal"
"adult","a fully developed person from maturity onward"
"aging","growing old"
"aging","the organic process of growing older and showing the effects of increasing age"
"aging","acquiring desirable qualities by being left undisturbed for some time"
"anile","of or like a feeble old woman"
"agaze","(used of eyes) open and fixed as if in fear or wonder"
"agone","gone by"
"acerb","harsh or corrosive in tone"
"acerb","sour or bitter in taste"
"acrid","harsh or corrosive in tone"
"acrid","strong and sharp"
"abuzz","noisy like the sound of a bee"
"aware","bearing in mind"
"aware","(sometimes followed by `of') having or showing knowledge or understanding or realization or perception"
"adept","having or showing knowledge and skill and aptitude"
"adept","someone who is dazzlingly skilled in any field"
"arced","forming or resembling an arch"
"A-one","of the highest quality"
"aided","having help"
"antsy","nervous and unable to relax"
"aired","open to or abounding in fresh air"
"alary","having or resembling wings"
"alate","(of seeds or insects) having winglike extensions"
"amino","pertaining to or containing any of a group of organic compounds of nitrogen derived from ammonia"
"amino","the radical -NH2"
"amnic","of or related to the amnion or characterized by developing an amnion"
"avian","pertaining to or characteristic of birds"
"axile","relating to or attached to the axis"
"azido","relating to or containing the azido group N3"
"aural","relating to or characterized by an aura"
"aural","of or pertaining to hearing or the ear"
"auric","of or relating to or containing or derived from gold"
"areal","of or relating to or involving an area"
"aroid","relating to a plant of the family Araceae"
"aroid","any plant of the family Araceae"
"apian","relating to or having the characteristics of bees"
"algal","of or relating to alga"
"Asian","of or relating to or characteristic of Asia or the peoples of Asia or their languages or culture"
"Attic","of or relating to Attica or its inhabitants or to the dialect spoken in Athens in classical times"
"Aryan","of or relating to the former Indo-European people"
"abort","the act of terminating a project or procedure before it is completed"
"abort","to terminate a pregnancy by undergoing an abortion"
"abort","to cease development, die, and be aborted"
"abort","to terminate before completion"
"award","a grant made by a law court"
"award","a tangible symbol signifying approval or distinction"
"award","something given for victory or superiority in a contest or competition or for winning a lottery"
"award","to give, especially as an honor or reward"
"award","to give as judged due or on the basis of merit"
"audit","a methodical examination or review of a condition or situation"
"audit","an inspection of the accounting procedures and records by a trained accountant or CPA"
"audit","to attend academic courses without getting credit"
"audit","to examine carefully for accuracy with the intent of verification"
"amble","a leisurely walk (usually in some public place)"
"amble","to walk leisurely"
"arson","malicious burning to destroy property"
"abuse","cruel or inhumane treatment"
"abuse","improper or excessive use"
"abuse","a rude expression intended to offend or hurt"
"abuse","to change the inherent purpose or function of something"
"abuse","to use wrongly or improperly or excessively"
"abuse","to use foul or abusive language towards"
"abuse","to treat badly"
"apery","the act of mimicking"
"anger","belligerence aroused by a real or supposed wrong (personified as one of the deadly sins)"
"anger","a strong emotion"
"anger","the state of being angry"
"anger","to make angry"
"anger","to become angry"
"assay","a quantitative or qualitative test of a substance (especially an ore or a drug) to determine its components"
"assay","an appraisal of the state of affairs"
"assay","a written report of the results of an analysis of the composition of some substance"
"assay","a substance that is undergoing an analysis of its components"
"assay","to analyze chemical substances"
"assay","to make an effort or attempt"
"amnio","in medicine, the extraction by centesis of amniotic fluid from a pregnant woman - generally after the 15th week of pregnancy - to aid in the diagnosis of fetal abnormalities"
"agape","a religious meal shared as a sign of love and fellowship"
"agape","(Christian theology) the love of God or Christ for mankind"
"agape","with the mouth wide open as in wonder or awe"
"agism","discrimination against middle-aged and elderly people"
"aggro","(informal British usage) aggravation or aggression"
"aegis","kindly endorsement and guidance"
"aegis","armor plate that protects the chest"
"ameba","naked freshwater or marine or parasitic protozoa that form temporary pseudopods for feeding and locomotion"
"algae","primitive chlorophyll-containing mainly aquatic eukaryotic organisms lacking true stems and roots and leaves"
"arame","an edible seaweed with a mild flavor"
"anole","small arboreal tropical American insectivorous lizards with the ability to change skin color"
"agama","small terrestrial lizard of warm regions of the Old World"
"adder","small terrestrial viper common in northern Eurasia"
"adder","a machine that adds numbers"
"adder","a person who adds numbers"
"argus","large brilliantly patterned East Indian pheasant"
"alula","tuft of small stiff feathers on the first digit of a bird's wing"
"alula","scalelike structure between the base of the wing and the halter of a two-winged fly"
"armor","tough more-or-less rigid protective covering of an animal or plant"
"armor","protective covering made of metal and used in combat"
"armor","a military unit consisting of armored fighting vehicles"
"armor","to equip with armor"
"aphid","any of various small plant-sucking insects"
"argal","wild sheep of semidesert regions in central Asia"
"addax","large antelope with lightly spiraled horns of desert regions of northern Africa"
"audad","wild sheep of northern Africa"
"allis","European shad"
"abaya","(Arabic) a loose black robe from head to toe"
"abbey","a monastery ruled by an abbot"
"abbey","a convent ruled by an abbess"
"abbey","a church associated with a monastery or convent"
"aloes","a purgative made from the leaves of aloe"
"adobe","sun-dried brick"
"adobe","the clay from which adobe bricks are made"
"altar","a raised structure on which gifts or sacrifices to a god are made"
"altar","the table in Christian churches where communion is given"
"aglet","ornamental tagged cord or braid on the shoulder of a uniform"
"aglet","metal or plastic sheath over the end of a shoelace or ribbon"
"agora","a place of assembly for the people in ancient Greece"
"agora","the marketplace in ancient Greece"
"agora","100 agorot equal 1 shekel in Israel"
"aisle","passageway between seating areas as in an auditorium or passenger vehicle or between areas of shelves of goods as in stores"
"aisle","part of a church divided laterally from the nave proper by rows of pillars or columns"
"aisle","a long narrow passage, as in a cave or woods"
"alarm","a device that signals the occurrence of some undesirable event"
"alarm","a clock that wakes a sleeper at some preset time"
"alarm","an automatic signal (usually a sound) warning of danger"
"alarm","fear resulting from the awareness of danger"
"alarm","to warn or arouse to a sense of danger, or to call to a state of preparedness"
"alarm","to fill with apprehension or alarm"
"album","a book of blank pages with pockets or envelopes"
"album","one or more recordings issued together"
"alley","a narrow street with walls on both sides"
"alley","a lane down which a bowling ball is rolled toward pins"
"anvil","a heavy block of iron or steel on which hot metals are shaped by hammering"
"anvil","the ossicle between the malleus and the stapes"
"arena","a playing field where sports events take place"
"arena","a large structure for open-air sports or entertainments"
"arena","the central area of an ancient Roman amphitheater where contests and spectacles were held"
"arena","a particular environment or walk of life"
"armet","a medieval helmet with a visor and a neck guard"
"apron","a garment of cloth or leather or plastic that is tied about the waist and worn to protect your clothing"
"apron","a paved surface where aircraft stand while not being used"
"apron","the part of a modern theater stage between the curtain and the orchestra (i.e., in front of the curtain)"
"apron","(golf) the part of the fairway leading onto the green"
"apsis","a domed or vaulted recess or projection on a building especially the east end of a church"
"arbor","a framework that supports climbing plants"
"arbor","any of various rotating shafts that serve as axes for larger rotating parts"
"arbor","tree (as opposed to shrub)"
"ankus","an elephant goad with a sharp spike and a hook"
"annex","an addition that extends a main building"
"annex","to attach to"
"annex","to take territory as if by conquest"
"array","an arrangement of aerials spaced to give desired directional characteristics"
"array","especially fine or decorative clothing"
"array","an impressive display"
"array","an orderly arrangement"
"array","to lay out orderly or logically in a line or as if in a line"
"anode","the negatively charged terminal of a voltaic cell or storage battery that supplies current"
"anode","a positively charged electrode by which electrons leave an electrical device"
"atlas","a figure of a man used as a supporting column"
"atlas","the 1st cervical vertebra"
"atlas","a collection of maps in book form"
"ascot","a cravat with wide square ends"
"attic","(architecture) a low wall at the top of the entablature"
"attic","floor consisting of open space at the top of a house just below roof"
"attic","informal terms for a human head"
"audio","the sound elements of television"
"audio","a recording of acoustic signals"
"audio","an audible acoustic wave frequency"
"audio","the audible part of a transmitted signal"
"auger","hand tool for boring holes"
"auger","a long flexible steel coil for dislodging stoppages in curved pipes"
"arrow","a projectile with a straight thin shaft and an arrowhead on one end and stabilizing vanes on the other"
"arrow","a mark to indicate a direction or relation"
"abode","housing that someone is living in"
"abode","any address at which you dwell more than temporarily"
"ampul","a small bottle that contains a drug (especially a sealed sterile container for injection by needle)"
"asdic","a measuring instrument that sends out an acoustic pulse in water and measures distances in terms of the time for the echo of the pulse to return"
"arras","a wall hanging of heavy handwoven fabric with pictorial designs"
"amity","a cordial disposition"
"amity","a state of friendship and cordiality"
"anomy","lack of moral standards in a society"
"anomy","personal state of isolation and anxiety resulting from a lack of social control and regulation"
"aroma","any property detected by the olfactory system"
"aroma","a distinctive odor that is pleasant"
"asana","(Hinduism) a posture or manner of sitting (as in the practice of yoga)"
"ambit","an area in which something acts or operates or has power or control: 'the range of a supersonic jet'"
"asset","a useful or valuable quality"
"avail","a means of serving"
"avail","to use to one's advantage"
"avail","to take or use"
"avail","to be of use to, be useful to"
"aorta","the large trunk artery that carries blood from the left ventricle of the heart to branch arteries"
"arcus","a whitish deposit in the shape of an arc that is sometimes seen in the cornea"
"aster","star-shaped structure formed in the cytoplasm of a cell having fibers like rays that surround the centrosome during mitosis"
"aster","any of various chiefly fall-blooming herbs of the genus Aster with showy daisylike flowers"
"axone","long nerve fiber that conducts away from the cell body of the neuron"
"ankle","a gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus"
"anima","(Jungian psychology) the inner self (not the external persona) that is in touch with the unconscious"
"arity","the number of arguments that a function can take"
"ABC's","the elementary stages of any subject (usually plural)"
"ANOVA","a statistical method for making simultaneous comparisons between two or more means"
"angle","a biased way of looking at or presenting something"
"angle","the space between two lines or planes that intersect"
"angle","to present with a bias"
"angle","to fish with a hook"
"angle","to seek indirectly"
"angle","to incline or bend from a vertical position"
"angle","to move or proceed at an angle"
"agent","the semantic role of the animate entity that instigates or causes the happening denoted by the verb in the clause"
"agent","an active and efficient cause"
"agent","a businessman who buys or sells for another in exchange for a commission"
"agent","a representative who acts on behalf of other persons or organizations"
"agent","any agent or representative of a federal agency or bureau"
"agent","a substance that exerts some force or effect"
"affix","a linguistic element added to a word to produce an inflected or derived form"
"affix","to attach or become attached to a stem word"
"affix","to add to the very end"
"affix","to attach to"
"ASCII","(computer science) a code for information exchange between computers made by different companies"
"aloha","an acknowledgment that can be used to say hello or goodbye (aloha is Hawaiian and ciao is Italian)"
"adieu","a farewell remark"
"adios","a farewell remark"
"axiom","(logic) a proposition that is not susceptible of proof or disproof"
"axiom","a saying that is widely accepted on its own merits"
"alibi","a defense by an accused person purporting to show that they could not have committed the crime in question"
"alibi","a defense of some offensive behavior or some failure to keep a promise etc."
"alibi","to exonerate by means of an alibi"
"aleph","the 1st letter of the Hebrew alphabet"
"adage","a condensed but memorable saying embodying some important fact of experience that is taken as true by many people"
"argot","a characteristic language of a particular group (as among thieves)"
"aegir","a high wave (often dangerous) caused by tidal flow (as by colliding tidal currents or in a narrow estuary)"
"ardor","feelings of great warmth and intensity"
"ardor","intense feeling of love"
"ardor","a feeling of strong eagerness (usually in favor of a person or cause)"
"agony","intense feelings of suffering"
"agony","a state of acute pain"
"angst","an acute but unspecific feeling of anxiety"
"adobo","a dish of marinated vegetables and meat or fish"
"atole","eaten as mush or as a thin gruel"
"apple","fruit with red, yellow, or green skin with a sweet or tart crispy white flesh"
"apple","native Eurasian tree widely cultivated in many varieties for its firm rounded edible fruits"
"annon","sweet pulpy tropical fruit with thick scaly rind and shiny black seeds"
"anjou","a pear with firm flesh and a green skin"
"ackee","red pear-shaped tropical fruit with poisonous seeds"
"aspic","savory jelly based on fish or meat stock used as a mold for meats or vegetables"
"aioli","garlic mayonnaise"
"anise","liquorice-flavored seeds, used medicinally and in cooking and liquors"
"anise","native to Egypt but cultivated widely for its aromatic seeds and the oil from them used medicinally and as a flavoring in cookery"
"aerie","any habitation at a high altitude"
"aerie","the lofty nest of a bird of prey (such as a hawk or eagle)"
"abyss","a bottomless gulf or pit"
"abysm","a bottomless gulf or pit"
"anion","a negatively charged ion"
"arete","a sharp narrow ridge found in rugged mountains"
"atoll","an island consisting of a circular coral reef surrounding a lagoon"
"Allah","Muslim name for the one and only God"
"angel","spiritual being attendant upon God"
"angel","an investor in an enterprise, often investing at an early stage"
"angel","person of exceptional holiness"
"actor","a theatrical performer"
"actor","a person who acts and gets things done"
"abbot","the superior of an abbey of monks"
"adman","someone whose business is advertising"
"amigo","a friend or comrade"
"amora","one of a group of rabbis (active AD 250-500) who discussed the Mishnaic law in the law schools of Palestine and Mesopotamia where they explained and applied earlier teachings and whose discussions are recorded in the Talmud"
"augur","(ancient Rome) a religious official who interpreted omens to guide public policy"
"augur","to indicate by signs"
"augur","to predict from an omen"
"aunty","the sister of your father or mother"
"ameer","an independent ruler or chieftain (especially in Africa or Arabia)"
"asker","someone who asks a question"
"ament","a cylindrical spikelike inflorescence"
"arere","large west African tree having large palmately lobed leaves and axillary cymose panicles of small white flowers and one-winged seeds"
"acorn","fruit of the oak tree: a smooth thin-walled nut in a woody cup-shaped base"
"alder","north temperate shrubs or trees having toothed leaves and conelike fruit"
"alder","wood of any of various alder trees"
"abaca","Philippine banana tree having leafstalks that yield Manila hemp used for rope and paper etc"
"abaca","a kind of hemp obtained from the abaca plant in the Philippines"
"agave","tropical American plants with basal rosettes of fibrous sword-shaped leaves and flowers in tall spikes"
"areca","any of several tall tropical palms native to southeastern Asia having egg-shaped nuts"
"avens","any of various perennials of the genus Geum having usually pinnate basal leaves and variously colored flowers"
"abele","a poplar that is widely cultivated in the United States"
"aspen","any of several trees of the genus Populus having leaves on flattened stalks so that they flutter in the lightest wind"
"aalii","a small Hawaiian tree with hard dark wood"
"acres","extensive landed property (especially in the country) retained by the owner for his own use"
"arles","money given by a buyer to a seller to bind a contract"
"ardeb","a unit of dry measure used in Egypt"
"abohm","a unit of resistance equal to a billionth of an ohm"
"abamp","a unit of current equal to 10 amperes"
"asper","20 aspers equal 1 kurus in Turkey"
"aught","a quantity of no importance"
"ataxy","inability to coordinate voluntary muscle movements"
"apnea","transient cessation of respiration"
"appro","an informal abbreviation of approval"
"alloy","the state of impairing the quality or reducing the value of something"
"alloy","a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten"
"alloy","to lower in value by increasing the base-metal content"
"atopy","an allergic reaction that becomes apparent in a sensitized person only minutes after contact"
"atony","lack of normal muscular tension or tonus"
"alkyl","any of a series of univalent groups of the general formula CnH2n+1 derived from aliphatic hydrocarbons"
"allyl","the univalent unsaturated organic radical C3H5"
"argil","a white clay (especially a white clay used by potters)"
"argon","a colorless and odorless inert gas"
"azote","an obsolete name for nitrogen"
"agate","an impure form of quartz consisting of banded chalcedony"
"amide","any organic compound containing the group -CONH2"
"aldol","an oily colorless liquid obtained by the condensation of two molecules of acetaldehyde"
"actin","one of the proteins into which actomyosin can be split"
"auxin","a plant hormone that promotes root formation and bud growth"
"azide","a chemical compound containing the azido group combined with an element or radical"
"amine","a compound derived from ammonia by replacing hydrogen atoms by univalent hydrocarbon radicals"
"anime","any of various resins or oleoresins"
"anime","a hard copal derived from an African tree"
"attar","essential oil or perfume obtained from flowers"
"athar","essential oil or perfume obtained from flowers"
"algin","a gum used especially as a thickener or emulsifier"
"alkyd","a durable synthetic resin widely used in adhesives and paints"
"April","the month following March and preceding May"
"annum","(Latin) year"
"arise","to get up and out of bed"
"arise","to result or issue"
"arise","to move upward"
"arise","to rise to one's feet"
"arise","to take part in a rebellion"
"arise","to come into existence"
"arise","to originate or come into being"
"awake","not in a state of sleep"
"awake","mentally perceptive and responsive"
"awake","to stop sleeping"
"alter","to remove the ovaries of"
"alter","to become different in some particular way, without permanently losing one's or its former characteristics or essence"
"alter","to cause to change"
"alter","to insert words into texts, often falsifying it thereby"
"alter","to make an alteration to"
"anele","to administer an oil or ointment to"
"amass","to collect or gather"
"adapt","to adapt or conform oneself to new or different conditions"
"adapt","to modify or adjust for a new purpose or condition"
"addle","to become rotten"
"addle","to mix up or confuse"
"amend","to set straight or right"
"amend","to make better"
"amend","to make amendments or changes to"
"abate","to become less in amount or intensity"
"abate","to make less active or intense"
"adopt","to take into one's family"
"adopt","to take on a certain form, attribute, or aspect"
"adopt","to take up the cause, ideology, practice, method, of someone and use it as one's own"
"adopt","to put into dramatic form"
"adopt","to take up and practice as one's own"
"adopt","to choose and follow"
"adopt","to take on titles, offices, duties, or responsibilities"
"admix","to mix or blend"
"align","to place in a line or arrange so as to be parallel or straight"
"align","to bring components or parts into proper or desirable coordination correlation"
"align","to be or come into adjustment with"
"aline","to place in a line or arrange so as to be parallel or straight"
"amaze","to be a mystery or bewildering to"
"amaze","to affect with wonder"
"abide","to put up with something or somebody unpleasant"
"abide","to accept without objection"
"await","to look forward to the probable occurrence of"
"allow","to plan for a certain possibility"
"allow","to give or assign a resource to a particular person or cause"
"allow","to consent to, to give permission"
"allow","to permit the presence of or permit an activity without opposing or prohibiting"
"allow","to let have"
"allow","to grant as a discount or in exchange"
"allow","to make it possible through a specific action or lack of action for something to happen"
"allow","to allow the other baseball team to score"
"allow","to make a possibility or provide opportunity for"
"allow","to afford possibility"
"argue","to present reasons and arguments"
"argue","to give evidence of"
"argue","to have a disagreement about something"
"avoid","to stay clear from"
"avoid","to refrain from certain foods or beverages"
"avoid","to prevent the occurrence of"
"avoid","to refrain from doing something"
"annul","to cancel officially"
"annul","to declare invalid"
"agree","to consent or assent to a condition, or agree to do something"
"agree","to be in accord"
"agree","to achieve harmony of opinion, feeling, or purpose"
"agree","to be agreeable or suitable"
"agree","to be compatible, similar or consistent"
"agree","to go together"
"agree","to show grammatical agreement"
"apply","to ask for something"
"apply","to refer to a person or thing with a specific word"
"apply","to put into service"
"apply","to put on a surface"
"apply","to avail oneself to"
"apply","to apply oneself to"
"apply","to be pertinent or relevant or applicable"
"apply","to be applicable to"
"amuse","to make somebody laugh"
"amuse","to occupy in an agreeable, entertaining or pleasant fashion"
"admit","to give access or entrance to"
"admit","to afford possibility"
"admit","to declare to be true or admit the existence or reality or truth of"
"admit","to allow to enter"
"admit","to serve as a means of entrance"
"admit","to have room for"
"allay","to satisfy"
"allay","to lessen the intensity of or calm"
"adorn","to make more attractive by adding decoration"
"adorn","to furnish with power or authority"
"adorn","to be beautiful to look at"
"abhor","to find repugnant"
"adore","to love intensely"
"abase","to cause to feel shame"
"appal","to strike with disgust or revulsion"
"annoy","to cause annoyance in"
"abash","to cause to be embarrassed"
"atone","to turn away from sin or do penitence"
"atone","to make amends for"
"avert","to turn away or aside"
"avert","to prevent the occurrence of"
"allot","to give out"
"allot","to allow to have"
"allot","to administer or bestow, as in small portions"
"Alans","clothing worn under other clothing, underwear"
"badly","(`ill' is often used as a combining form) in a poor or improper or unsatisfactory manner"
"badly","with unusual distress or resentment or regret or emotional display"
"badly","unfavorably or with disapproval"
"badly","in a disadvantageous way"
"badly","without skill or in a displeasing manner"
"badly","to a severe or serious degree"
"badly","very much"
"badly","with great intensity (`bad' is a nonstandard variant for `badly')"
"badly","in a disobedient or naughty way"
"badly","evilly or wickedly"
"below","at a later place"
"below","in or to a place that is lower"
"below","on a floor below"
"below","in writing, see below"
"below","further down"
"basic","of or denoting or of the nature of or containing a base"
"basic","serving as a base or starting point"
"basic","pertaining to or constituting a base or basis"
"basic","reduced to the simplest and most significant form possible without loss of generality"
"basic","(usually plural) a necessary commodity for which demand is constant"
"brisk","very active"
"brisk","quick and energetic"
"brisk","imparting vitality and energy"
"brisk","to increase in pace or rate"
"beady","covered with beads or jewels or sequins"
"beady","small and round and shiny like a shiny bead or button"
"black","marked by anger or resentment or hostility"
"black","of or belonging to a racial group having dark skin especially of sub-Saharan African origin"
"black","extremely dark"
"black","being of the achromatic color of maximum darkness"
"black","(of the face) made black especially as with suffused blood"
"black","soiled with dirt or soot"
"black","(of coffee) without cream or sugar"
"black","(of events) having extremely unfortunate or dire consequences"
"black","stemming from evil characteristics or forces"
"black","deserving or bringing disgrace or shame, referring to conduct or character"
"black","offering little or no hope"
"black","distributed or sold illicitly"
"black","(of intelligence operations) deliberately misleading"
"black","harshly ironic or sinister"
"black","black clothing (worn as a sign of mourning)"
"black","(board games) the darker pieces"
"black","the quality or state of the achromatic color of least lightness (bearing the least resemblance to white)"
"black","total absence of light"
"black","to make or become black"
"burry","having or covered with protective barbs or quills or spines or thorns or setae etc."
"braky","abounding with bracken"
"braky","covered with brambles and ferns and other undergrowth"
"blate","disposed to avoid notice"
"blate","to cry plaintively"
"brash","offensively bold"
"bonny","very pleasing to the eye"
"biped","having two feet"
"biped","an animal with two feet"
"blond","being or having light colored skin and hair and usually blue or grey eyes"
"blond","a light grayish yellow to near white"
"blond","a person with fair skin and hair"
"brown","(of skin) deeply suntanned"
"brown","of a color similar to that of wood or earth"
"brown","an orange of low brightness and saturation"
"brown","to make brown in color"
"brown","to fry in a pan until it changes color"
"boxed","enclosed in or set off by a border or box"
"boxed","enclosed in or as if in a box"
"bound","confined by bonds"
"bound","secured with a cover or binding"
"bound","held with another element, substance or material in chemical or physical union"
"bound","bound by contract"
"bound","headed or intending to head in a certain direction"
"bound","covered or wrapped with a bandage"
"bound","bound by an oath"
"bound","a light, self-propelled movement upwards or forwards"
"bound","the greatest possible degree of something"
"bound","the line or plane indicating the limit or extent of something"
"bound","a line determining the limits of an area"
"bound","to place limits on extent or access"
"bound","to move forward by leaps and bounds"
"bound","to form the boundary of"
"bound","(usually followed by `to') governed by fate"
"bound","confined in the bowels"
"brave","invulnerable to fear or intimidation"
"brave","possessing or displaying courage"
"brave","brightly colored and showy"
"brave","people who are brave"
"brave","a North American Indian warrior"
"brave","to face and withstand with courage"
"blown","breathing laboriously or convulsively"
"blown","being moved or acted upon by moving air or vapor"
"beamy","radiating or as if radiating light"
"beamy","broad in the beam"
"boney","having bones especially many or prominent bones"
"boney","being very thin"
"boned","having bones as specified"
"boned","having had the bones removed"
"broad","showing or characterized by broad-mindedness"
"broad","lacking subtlety"
"broad","broad in scope or content"
"broad","not detailed or specific"
"broad","(of speech) heavily and noticeably regional"
"broad","very large in expanse or scope"
"broad","having great (or a certain) extent from one side to the other"
"broad","term for a woman"
"broad","being at a peak or culminating point"
"basal","especially of leaves"
"basal","of primary importance"
"basal","serving as or forming a base"
"blowy","abounding in or exposed to the wind or breezes"
"beige","of a light greyish-brown color"
"beige","a very light brown"
"buggy","infested with bugs"
"buggy","informal or slang terms for mentally irregular"
"buggy","a small lightweight carriage"
"balmy","mild and pleasant"
"balmy","informal or slang terms for mentally irregular"
"bawdy","humorously vulgar"
"bawdy","lewd or obscene talk or writing"
"bared","having the head uncovered"
"blank","void of expression"
"blank","(of a surface) not written or printed on"
"blank","not charged with a bullet"
"blank","a cartridge containing an explosive charge but no bullet"
"blank","a piece of material ready to be made into something"
"blank","a blank gap or missing part"
