word,definition
"thromboembolism","occlusion of a blood vessel by an embolus that has broken away from a thrombus"
"tribromomethane","colorless liquid haloform CHBr3"
"tri-iodomethane","sweet smelling yellow solid haloform CHI3"
"trichloroethane","a heavy colorless highly toxic liquid used as a solvent to clean electronic components and for dry cleaning and as a fumigant"
"tetrasaccharide","any of a variety of carbohydrates that yield four monosaccharide molecules on complete hydrolysis"
"telecommunicate","communicate over long distances, as via the telephone or e-mail"
"tar-and-feather","smear the body of (someone) with tar and feathers"
"traveshamockery","combination of the words travesty, sham, and mockery and often used in a tongue in cheek manner; originally from a Miller beer commercial"
"unintentionally","without intention"
"unconditionally","in an unqualified manner"
"unconditionally","not subject to a condition"
"unsymmetrically","in an asymmetrical manner"
"unintelligently","in an unintelligent manner"
"unimaginatively","without imagination"
"unimaginatively","in a matter-of-fact manner"
"understandingly","with understanding"
"unceremoniously","in an unceremonious manner"
"uninterestingly","in an uninteresting manner"
"unrealistically","in an unrealistic manner"
"uncomplainingly","without complaining"
"uninformatively","in an uninformative manner"
"uninstructively","in an uninformative manner"
"unenergetically","without energy"
"unpatriotically","in an unpatriotic manner"
"unpretentiously","in an unpretentious manner"
"unsentimentally","in an unsentimental manner"
"ungrammatically","in an ungrammatical manner"
"uninterruptedly","without interruption"
"unprecedentedly","in an unprecedented manner"
"unquestioningly","in an unquestioning manner"
"unaccommodating","not accommodating"
"unaccommodating","offering no assistance"
"unexceptionable","completely acceptable"
"unobjectionable","not objectionable"
"unobjectionable","(of behavior or especially language) free from objectionable elements"
"unobjectionable","not causing disapproval"
"un-come-at-able","difficult to reach or attain"
"unselfconscious","not self-conscious"
"unprepossessing","creating an unfavorable or neutral first impression"
"unreconstructed","adhering to an attitude or position widely held to be outmoded"
"uncompartmented","not compartmented"
"uncontaminating","not spreading pollution or contamination"
"uncommunicative","not inclined to talk or give information or express opinions"
"unpronounceable","very difficult to pronounce correctly"
"unpronounceable","impossible or difficult to pronounce correctly"
"uncompassionate","lacking compassion or feeling for others"
"uncontroversial","not likely to arouse controversy"
"unchallengeable","not open to challenge"
"unargumentative","not given to or characterized by argument"
"unsophisticated","awkwardly simple and provincial"
"unsophisticated","lacking complexity"
"unsophisticated","not wise in the ways of the world"
"unparliamentary","so rude and abusive as to be unsuitable for parliament"
"undemonstrative","not given to open expression of emotion"
"unstatesmanlike","not statesmanlike"
"unascertainable","not able to be ascertained"
"uncomprehending","lacking understanding"
"uncomplimentary","tending to (or intended to) detract or disparage"
"uncomplimentary","showing or representing unfavorably"
"unsportsmanlike","violating accepted standards or rules"
"undistinguished","not worthy of notice"
"unknowledgeable","unaware because of a lack of relevant information or knowledge"
"under-the-table","designed and carried out secretly or confidentially"
"underprivileged","lacking the rights and advantages of other members of society"
"ungentlemanlike","not befitting a gentleman"
"unconscientious","not conscientious"
"umbrella-shaped","shaped in the form of an umbrella"
"unsubstantiated","unsupported by other evidence"
"ultrasonography","using the reflections of high-frequency sound waves to construct an image of a body organ (a sonogram)"
"underproduction","inadequate production or less than expected"
"ultracentrifuge","a high speed centrifuge used to determine the relative molecular masses of large molecules in high polymers and proteins"
"ultracentrifuge","subject to the action of an ultracentrifuge"
"ultramicroscope","light microscope that uses scattered light to show particles too small to see with ordinary microscopes"
"undependability","the trait of not being dependable or reliable"
"unobtrusiveness","the quality of not sticking out in an unwelcome way"
"unchangeability","the quality of being unchangeable"
"unpalatableness","the property of being unacceptable to the mind"
"unpalatableness","the property of being unacceptable to the mouth"
"unwholesomeness","the quality of being unhealthful and generally bad for you"
"unhealthfulness","the quality of promoting poor health"
"unequivocalness","clarity achieved by the avoidance of ambiguity"
"unacceptability","unsatisfactoriness by virtue of not conforming to approved standards"
"unrighteousness","failure to adhere to moral principles"
"unbreakableness","a consistency of something that does not break under pressure"
"unprotectedness","the property of being helpless in the face of attack"
"unfavorableness","the quality of not being encouraging or indicative of success"
"unprofitability","the quality of affording no gain or no benefit or no profit"
"unconsciousness","a state lacking normal awareness of the self or environment"
"underevaluation","an appraisal that underestimates the value of something"
"underestimation","an estimation that is too low"
"unenlightenment","a lack of understanding"
"unassertiveness","diffidence about self promotion"
"unconnectedness","the lack of a connection between things"
"ureterostenosis","stenosis of the ureter"
"voyeuristically","like a voyeur"
"vice-presidency","the office and function of a vice president"
"vice-presidency","the tenure of a vice president"
"vasoconstrictor","any agent that causes narrowing of a blood vessel"
"venturesomeness","the trait of being adventurous"
"vascularization","the organic process whereby body tissue becomes vascular and develops capillaries"
"vascularisation","the organic process whereby body tissue becomes vascular and develops capillaries"
"vasovesiculitis","inflammation of the vas deferens and seminal vesicles"
"welfare-statist","of or relating to a welfare state"
"winter-blooming","of plants that bloom during the winter"
"water-repellent","hindering the penetration of water"
"water-resistant","hindering the penetration of water"
"well-thought-of","receiving deferential regard"
"water-insoluble","not soluble in water"
"Wittgensteinian","in the manner of Ludwig Wittgenstein"
"whatchamacallit","something unspecified whose name is either forgotten or not known"
"whatchamacallum","something unspecified whose name is either forgotten or not known"
"winding-clothes","burial garment in which a corpse is wrapped"
"world-weariness","sadness on thinking about the evils of the world"
"warmheartedness","a positive feeling of liking"
"warmheartedness","a warmhearted feeling"
"weatherboarding","a long thin board with one edge thicker than the other"
"xeroradiography","radiography using X-rays and xerographic techniques"
