word,definition
"confectionery","candy and other sweets considered collectively"
"counterattack","in chess, an attack that is intended to counter the opponent's advantage in another part of the board"
"counterattack","an attack by a defending force against an attacking enemy force in order to regain lost ground or cut off enemy advance units etc."
"counterattack","to make a counterattack"
"country-dance","a type of folk dance in which couples are arranged in sets or face one another in a line"
"country-dance","to perform a contradance"
"chieftainship","the position of chieftain"
"commandership","the position or office of commander"
"councilorship","the position of council member"
"counselorship","the position of counselor"
"custodianship","the position of custodian"
"cabinetmaking","the craft of a joiner"
"callisthenics","light exercises designed to promote general fitness"
"callisthenics","the practice of calisthenic exercises"
"confrontation","a focussed comparison"
"confrontation","the act of hostile groups opposing each other"
"confrontation","a hostile disagreement face-to-face"
"confrontation","discord resulting from a clash of ideas or opinions"
"confrontation","a bold challenge"
"cauterization","the act of coagulating blood and destroying tissue with a hot iron or caustic agent or by freezing"
"cauterisation","the act of coagulating blood and destroying tissue with a hot iron or caustic agent or by freezing"
"chrysotherapy","the use of chemicals containing gold for treating diseases (such as rheumatoid arthritis)"
"circumvention","the act of evading by going around"
"crossbreeding","reproduction by parents of different races (especially by white and non-white persons)"
"crossbreeding","(genetics) the act of mixing different species or varieties of animals or plants and thus to produce hybrids"
"contraception","birth control by the use of drugs, surgery, or devices such as a diaphragm, intrauterine device, or condom"
"contemplation","a long and thoughtful observation"
"contemplation","a calm, lengthy, intent consideration"
"celiocentesis","removal of fluid from the abdomen by centesis"
"countercharge","a retaliatory charge"
"countercharge","a charge brought by an accused person against the accuser"
"confederation","the act of forming an alliance or confederation"
"confederation","a union of political organizations"
"confederation","the state of being allied or confederated"
"commercialism","transactions (sales and purchases) having the objective of supplying commodities (goods and services)"
"commissioning","the act of granting authority to undertake certain functions"
"communization","changing something from private to state ownership or control"
"communization","the organization of a nation of the basis of communism"
"communization","a change from private property to public property owned by the community"
"communisation","changing something from private to state ownership or control"
"communisation","the organization of a nation of the basis of communism"
"communisation","a change from private property to public property owned by the community"
"contravention","coming into conflict with"
"collaboration","act of working jointly"
"collaboration","act of cooperating traitorously with an enemy that is occupying your country"
"court-martial","a trial that is conducted by a military court"
"court-martial","a military court to try members of the armed services who are accused of serious breaches of martial law"
"court-martial","to subject to trial by court-martial"
"consolidation","the act of combining into an integral whole"
"consolidation","combining into a solid mass"
"consolidation","something that has consolidated into a compact mass"
"consideration","a considerate and thoughtful act"
"consideration","kind and considerate regard for others"
"consideration","the process of giving careful thought to something"
"consideration","information that should be kept in mind when making a decision"
"consideration","a discussion of a topic (as in a meeting)"
"consideration","a fee charged in advance to retain the services of someone"
"coccobacillus","a bacterial cell intermediate in morphology between a coccus and a bacillus"
"cyanobacteria","predominantly photosynthetic prokaryotic organisms containing a blue pigment in addition to chlorophyll"
"compsognathus","very small bipedal carnivorous dinosaur of the late Jurassic in Bavaria"
"corythosaurus","duck-billed dinosaur with nasal passages that expand into a crest like a hollow helmet"
"counterpoison","a remedy that stops or controls the effects of a poison"
"candlesnuffer","an implement with a small cup at the end of a handle"
"cephaloglycin","antibiotic related to cephalosporin but no longer in common use"
"cephaloridine","a broad spectrum semisynthetic antibiotic produced by modifying cephalosporin"
