word,definition
"collaborationism","act of cooperating traitorously with an enemy that is occupying your country"
"cuckoo-bumblebee","a bee that is parasitic in the nests of bumblebees"
"chlordiazepoxide","a tranquilizer (trade names Librium and Libritabs) used in the treatment of alcoholism"
"chevaux-de-frise","defensive structure consisting of a movable obstacle composed of barbed wire or spikes attached to a wooden frame"
"companionability","suitability to be a companion"
"creditworthiness","trustworthiness with money as based on a person's credit history"
"contemptuousness","the manifestation of scorn and contempt"
"cytoarchitecture","the cellular composition of a bodily structure"
"constructiveness","the quality of serving to build or improve"
"counterterrorism","a strategy intended to prevent or counter terrorism"
"configurationism","(psychology) a theory of psychology that emphasizes the importance of configurational properties"
"countersignature","a second confirming signature endorsing a document already signed"
"contraindication","(medicine) a reason that makes it inadvisable to prescribe a particular drug or employ a particular procedure or treatment"
"characterisation","the act of describing distinctive characteristics or essential features"
"characterisation","a graphic or vivid verbal description"
"controversialist","a person who disputes"
"counselor-at-law","a lawyer who pleads cases in court"
"collaborationist","someone who collaborates with an enemy occupying force"
"cross-questioner","someone who questions a witness carefully, especially about testimony given earlier"
"crystallographer","a specialist in crystallography"
"commensurateness","the relation of corresponding in degree or size or amount"
"choriomeningitis","a cerebral meningitis with cellular infiltration of the meninges"
"chondrodystrophy","an inherited skeletal disorder beginning before birth"
"cyclooxygenase-1","an enzyme that regulates prostaglandins that are important for the health of the stomach lining and kidneys"
"cyclooxygenase-2","an enzyme that makes prostaglandins that cause inflammation and pain and fever"
"cothromboplastin","a coagulation factor formed in the kidney under the influence of vitamin K"
"compartmentalize","to separate into isolated compartments or categories"
"compartmentalise","to separate into isolated compartments or categories"
"counterchallenge","to challenge in turn"
"denominationally","with respect to denomination"
"diagrammatically","in a diagrammatic manner"
"double-barrelled","having two purposes"
"double-barrelled","having two barrels mounted side by side"
"disproportionate","not proportionate"
"disproportionate","out of proportion"
"dedifferentiated","having experienced or undergone dedifferentiation or the loss of specialization in form or function"
"downward-sloping","sloping down rather steeply"
"downward-arching","curving downward"
"disfranchisement","the discontinuation of a franchise"
"disqualification","the act of preventing someone from participating by finding them unqualified"
"disqualification","unfitness that bars you from participation"
"disestablishment","the act terminating an established state of affairs"
"declassification","reduction or removal by the government of restrictions on a classified document or weapon"
"decentralization","the spread of power away from the center to local branches or governments"
"decentralization","the social process in which population and industry moves from urban centers to outlying districts"
"decentralisation","the dilution of power away from a central controller, often used with governments"
"diesel-hydraulic","a locomotive driven by a hydraulic transmission system powered by a diesel engine"
"diacetylmorphine","a narcotic that is considered a hard drug"
"disagreeableness","an ill-tempered and offensive disposition"
"disagreeableness","the quality of being disagreeable and unpleasant"
"dishonorableness","the quality of not deserving honor or respect"
"disreputableness","dishonorableness by virtue of lacking respectability or a good reputation"
"disingenuousness","the quality of being insincere"
"dolichocephalism","the quality of being dolichocephalic"
"disembarrassment","something that extricates you from embarrassment"
"discombobulation","a feeling of embarrassment that leaves you confused"
"disconsolateness","feeling downcast and disheartened and hopeless"
"discontentedness","a longing for something better than the present situation"
"deconstructivism","a school of architecture based on the philosophical theory of deconstruction"
"demineralization","the removal of minerals and mineral salts from a liquid (especially from water)"
"demineralization","abnormal loss of mineral salts (especially from bone)"
"demineralisation","the removal of minerals and mineral salts from a liquid (especially from water)"
"demineralisation","abnormal loss of mineral salts (especially from bone)"
"de-Stalinization","social process of neutralizing the influence of Joseph Stalin by revising his policies and removing monuments dedicated to him and renaming places named in his honor"
"de-Stalinisation","social process of neutralizing the influence of Joseph Stalin by revising his policies and removing monuments dedicated to him and renaming places named in his honor"
"disconnectedness","state of being disconnected"
"dermatosclerosis","an autoimmune disease that affects the blood vessels and connective tissue"
"dimethylglyoxime","a compound used in analysis as a precipitant for palladium or nickel"
"eschatologically","in relation to eschatology"
"enthusiastically","with enthusiasm"
"enthusiastically","in a lavish or enthusiastic manner"
"ecclesiastically","in an ecclesiastic manner"
"extemporaneously","without prior preparation"
"energy-absorbing","(of a nuclear reaction) occurring with absorption of energy"
"energy-releasing","of or relating to catabolism"
"energy-releasing","(of a nuclear reaction) occurring with evolution or releasing of energy"
"extraterritorial","outside territorial limits or jurisdiction"
"extraterrestrial","originating or located or occurring outside Earth or its atmosphere"
"extraterrestrial","a form of life assumed to exist outside the Earth or its atmosphere"
"environmentalism","the activity of protecting the environment from pollution or destruction"
"environmentalism","the philosophical doctrine that environment is more important than heredity in determining intellectual growth"
"echocardiography","a noninvasive diagnostic procedure that uses ultrasound to study to structure and motions of the heart"
"electromyography","diagnosis of neuromuscular disorders with the use of an electromyograph"
"enterprisingness","readiness to embark on bold new ventures"
"equidistribution","a flat distribution having equal frequencies of occurrence"
"establishmentism","the doctrine of supporting the social or political establishment"
"electromagnetism","the branch of physics concerned with electromagnetic phenomena"
"electromagnetism","magnetism produced by an electric current"
"electromagnetics","the branch of physics concerned with electromagnetic phenomena"
"electrochemistry","branch of chemistry that deals with the chemical action of electricity and the production of electricity by chemical reactions"
"electrotherapist","someone who specializes in the treatment of disease by electricity"
"environmentalist","someone who works to protect the environment from destruction or pollution"
"erythroblastosis","a blood disease characterized by the abnormal presence of erythroblasts in the blood"
"erythrocytolysin","any substance that can cause lysis (destruction) of erythrocytes (red blood cells) and the release of their hemoglobin"
"Flemish-speaking","able to communicate in Flemish"
"four-dimensional","involving or relating to the fourth dimension or time"
"flatus-relieving","relieving gas in the alimentary tract (colic or flatulence or griping)"
"fundamentalistic","of or relating to or tending toward fundamentalism"
"fictionalization","writing in a fictional form"
"fictionalization","a literary work based partly or wholly on fact but written as if it were fiction"
"fictionalisation","writing in a fictional form"
"fictionalisation","a literary work based partly or wholly on fact but written as if it were fiction"
"faintheartedness","the trait of lacking boldness and courage"
"foresightfulness","providence by virtue of planning prudently for the future"
"feeblemindedness","severe mental deficiency"
"full-of-the-moon","the time when the Moon is fully illuminated"
"go-as-you-please","not bound by rule or law or convention"
"gynandromorphous","having both male and female morphological characteristics"
"good-for-nothing","without merit"
"good-for-nothing","an idle worthless person"
"gastroesophageal","of or relating to or involving the stomach and esophagus"
"glossopharyngeal","pertaining to the tongue and throat"
"geomorphological","pertaining to geological structure"
"gastrointestinal","of or relating to the stomach and intestines"
"genus-Megapodius","type genus of the Megapodiidae"
"gamma-interferon","a form of interferon that is produced by T cells and macrophages"
"good-humoredness","a cheerful willingness to be obliging"
"good-naturedness","a cheerful willingness to be obliging"
"gastroenterology","the branch of medicine that studies the gastrointestinal tract and its diseases"
"glottochronology","the determination of how long ago different languages evolved from a common source language"
"gentleman's-cane","tall showy tropical American annual having hairy stems and long spikes of usually red flowers above leaves deeply flushed with purple"
"granulocytopenia","an acute blood disorder (often caused by radiation or drug therapy) characterized by severe reduction in granulocytes"
"hypothalamically","with respect to the hypothalamus"
"hell-for-leather","at breakneck speed"
"hieroglyphically","by means of hieroglyphs"
"hearing-impaired","having a hearing loss"
"heavier-than-air","relating to an aircraft heavier than the air it displaces"
"highly-developed","(used of societies) having high industrial development"
"hemimetamorphous","(of an insect with aquatic young) undergoing incomplete metamorphosis in which the young does not resemble the adult"
"heterometabolous","(of an insect) undergoing incomplete metamorphosis in which the nymph is essentially like the adult and there is no pupal stage"
"holier-than-thou","excessively or hypocritically pious"
"hourglass-shaped","shaped in the form of an hourglass"
"high-performance","modified to give superior performance"
"headmistressship","the position of headmistress"
"hemorrhoidectomy","surgical procedure for tying hemorrhoids and excising them"
"hyperventilation","an increased depth and rate of breathing greater than demanded by the body needs"
"hypersensitivity","extreme sensitivity"
"hypersensitivity","pathological sensitivity"
"heavyheartedness","a feeling of dispirited melancholy"
"hole-in-the-wall","a small unpretentious out-of-the-way place"
"high-muck-a-muck","an arrogant or conceited person of importance"
"hydroelectricity","electricity produced by water power"
"hen-of-the-woods","large greyish-brown edible fungus forming a mass of overlapping caps that somewhat resembles a hen at the base of trees"
"hemagglutination","agglutination of red blood cells"
"heterometabolism","development of insects with incomplete metamorphosis in which no pupal stage precedes maturity"
"haematocytopenia","an abnormally low number of red blood cells in the blood"
"hypercellularity","the state of having abnormally many cells"
"hyperpituitarism","excessive activity of the pituitary gland (especially overactivity of the anterior lobe which leads to excess secretion of growth hormone)"
"hypervitaminosis","an abnormal condition resulting from taking vitamins excessively"
"hemoglobinopathy","a blood disease characterized by the presence of abnormal hemoglobins in the blood"
"hyperlipoidaemia","presence of excess lipids in the blood"
"hypothrombinemia","a low level of prothrombin (factor II) in the circulating blood"
"hypopigmentation","unusual lack of skin color"
"hematocolpometra","accumulation of blood in the vagina and uterus"
"hysterocatalepsy","hysteria with cataleptic symptoms"
"hypophysectomize","remove the pituitary glands"
"hypophysectomise","remove the pituitary glands"
"indiscriminately","in a random manner"
"indiscriminately","in an indiscriminate manner"
"incontrovertibly","in an obvious and provable manner"
"Italian-speaking","able to communicate in Italian"
"incomprehensible","difficult to understand"
"incomprehensible","incapable of being explained or accounted for"
"incontrovertible","necessarily or demonstrably true"
"incontrovertible","impossible to deny or disprove"
"indiscriminating","not discriminating"
"inextinguishable","difficult or impossible to extinguish"
"intercontinental","extending or taking place between or among continents"
"internationalist","influenced by or advocating internationalism"
"internationalist","a member of a socialist or communist international"
"internationalist","an advocate of internationalism"
"ill-proportioned","lacking pleasing proportions"
"interest-bearing","of financial obligations on which interest is paid"
"intraventricular","within the system of ventricles in the brain"
"immunosuppressed","of persons whose immune response is inadequate"
"interpenetration","mutual penetration"
"interpenetration","the action of penetrating between or among"
"immunosuppressor","a drug that lowers the body's normal immune response"
"irrepressibility","irrepressible liveliness and good spirit"
"irresponsibility","a form of untrustworthiness"
"inhospitableness","having an unfriendly and inhospitable disposition"
"inhospitableness","the environmental condition in a region that lacks a favorable climate or terrain for life or growth"
"inconvertibility","the quality of not being exchangeable"
"inconclusiveness","the quality of being inconclusive"
"insubstantiality","lacking substance or reality"
"insubstantiality","lack of solid substance and strength"
"insalubriousness","the quality of being insalubrious and debilitating"
"impenetrableness","incomprehensibility by virtue of being too dense to understand"
"impermissibility","inadmissibility as a consequence of not being permitted"
"indefatigability","tireless determination"
"incorruptibility","the incapability of being corrupted"
"inharmoniousness","a lack of harmony"
"indigestibleness","the property of being difficult to digest"
"imperceptibility","the property of being imperceptible by the mind or the senses"
"imperishableness","the property of being resistant to decay"
"internationality","quality of being international in scope"
"internationalism","quality of being international in scope"
"internationalism","the doctrine that nations should cooperate because their common interests are more important than their differences"
"inauspiciousness","the quality of suggesting an unsuccessful result"
"impracticability","the quality of not being usable"
"indispensability","the quality possessed by something that you cannot possibly do without"
"irresistibleness","the quality of being overpowering and impossible to resist"
"interoperability","(computer science) the ability to exchange and use information (usually in a large heterogeneous network made up of several local area networks)"
"imperfectibility","the capability of becoming imperfect"
"imperturbability","calm and unruffled self-assurance"
"isoagglutination","agglutination of an agglutinogen of one individual by a serum from another individual of the same species"
"intransitiveness","the grammatical relation created by an intransitive verb"
"interrelatedness","mutual or reciprocal relation or relatedness"
"immunocompetence","the ability to develop an immune response following exposure to an antigen"
"immunodeficiency","immunological disorder in which some part of the body's immune system is inadequate and resistance to infectious diseases is reduced"
"incommodiousness","an inconvenient discomfort"
"inconceivability","the state of being impossible to conceive"
"internationalise","put under international control"
"internationalise","make international in character"
"internationalize","put under international control"
"internationalize","make international in character"
"intercommunicate","to transmit thoughts or feelings"
"intercommunicate","to be interconnected, afford passage"
"institutionalize","cause to be admitted"
"institutionalise","cause to be admitted"
"journalistically","by journalists"
"kinaesthetically","in a kinesthetic manner"
"knowledgeability","wisdom as evidenced by the possession of knowledge"
"kind-heartedness","sympathy arising from a kind heart"
"lymphoblast-like","resembling a lymphoblast"
"life-threatening","causing fear or anxiety by threatening great harm"
"labour-intensive","requiring a large expenditure of labor but not much capital"
"lighter-than-air","relating to a balloon or other aircraft that flies because it weighs less than the air it displaces"
"larger-than-life","very imposing or impressive"
"leptosporangiate","(of ferns) having each sporangium formed from a single epidermal cell"
"lymphangiography","roentgenographic examination of lymph nodes and lymph vessels after injection of a radiopaque contrast medium"
"light-mindedness","inappropriate levity"
"lexicostatistics","a statistical technique used in glottochronology"
"lightheartedness","the cheerful feeling you have when nothing is troubling you"
"low-spiritedness","a feeling of low spirits"
"lords-and-ladies","common European arum with lanceolate spathe and short purple spadix"
"ladies'-eardrops","erect or climbing shrub of Brazil with deep pink to red flowers"
"love-in-idleness","a common and long cultivated European herb from which most common garden pansies are derived"
"lymphangiectasia","dilatation of a lymph vessel"
"lymphangiectasis","dilatation of a lymph vessel"
"multiplicatively","in a multiplicative manner"
"meteorologically","with respect to the weather"
"monosyllabically","in a monosyllabic manner"
"melodramatically","in an overly emotional manner"
"melodramatically","as in a melodrama"
"methodologically","in a methodical manner"
"microcrystalline","containing crystals that are visible only under a microscope"
"metallic-colored","having a metallic color"
"multidimensional","having or involving or marked by several dimensions or aspects"
"monocotyledonous","(of a flowering plant) having a single cotyledon in the seed as in grasses and lilies"
"matter-of-course","expected or depended upon as a natural or logical outcome"
"membrane-forming","characterized by formation of a membrane (or something resembling a membrane)"
"metallic-looking","resembling metal"
"manic-depressive","suffering from a disorder characterized by alternating mania and depression"
"manic-depressive","a person afflicted with manic-depressive illness"
"Marxist-Leninist","following the ideas of Marx expanded to include those of Lenin"
"Michelangelesque","in the manner of Michelangelo"
"misappropriation","wrongful borrowing"
"misappropriation","the fraudulent appropriation of funds or property entrusted to your care but actually owned by someone else"
"marginocephalian","includes boneheaded (pachycephalosaurs) and horned (ceratopsian) dinosaurs"
"multifariousness","noticeable heterogeneity"
"meretriciousness","tasteless showiness"
"meretriciousness","an appearance of truth that is false or deceptive"
"misunderstanding","an understanding of something that is not correct"
"misunderstanding","putting the wrong interpretation on"
"multiculturalism","the doctrine that several different cultures (rather than one national culture) can coexist peacefully and equitably in a single country"
"morphophysiology","the study of anatomy in its relation to function"
"microelectronics","the branch of electronics that deals with miniature components"
"mispronunciation","incorrect pronunciation"
"microgametophyte","the male gametophyte produced by a microspore"
"man-of-the-earth","tropical American prostrate or climbing herbaceous perennial having an enormous starchy root"
"man-of-the-earth","a morning glory with long roots of western United States"
"multiprogramming","the execution of two or more computer programs by a single computer"
"myelomeningocele","a congenital defect of the central nervous system in which a sac containing part of the spinal cord and its meninges protrude through a gap in the vertebral column"
"noncompetitively","in a noncompetitive manner"
"neutral-coloured","having a color that does not attract attention"
"noncomprehensive","not comprehensive"
"noncontroversial","not likely to arouse controversy"
"noninstitutional","not institutional"
"nontransmissible","not capable of being passed on, when referring to a disease"
"nontransmissible","not acquirable by inheritance"
"nonreciprocating","not moving alternately forward and backward"
"nonvolatilizable","not volatilizing readily"
"nonvolatilisable","not volatilizing readily"
"neuropsychiatric","of or relating to neuropsychiatry"
"nitrogen-bearing","of or relating to or containing nitrogen"
"nontranslational","of or relating to movement that is not uniform or not without rotation"
"nonproliferation","the prevention of something increasing or spreading, especially referring to the prevention of an increase in the number of countries possessing nuclear weapons"
"nonparticipation","withdrawing from the activities of a group"
"noble-mindedness","elevated ideals or conduct"
"neurolinguistics","the branch of linguistics that studies the relation between language and the structure and function of the nervous system"
"neoexpressionism","an art movement based on expressionism"
"nephrocalcinosis","renal lithiasis in which calcium deposits form in the renal parenchyma and result in reduced kidney function and blood in the urine"
"neuroepithelioma","malignant tumor of the neuroepithelium"
"neurotransmitter","a neurochemical that transmits nerve impulses across a synapse"
"organizationally","with regard to organization"
"off-the-shoulder","not covering the shoulders (especially in the case of a blouse or dress)"
"overenthusiastic","unduly enthusiastic"
"over-the-counter","(of securities) not traded on a stock exchange"
"over-the-counter","purchasable without a doctor's prescription"
"over-embellished","excessively elaborate or showily expressed"
"overexploitation","exploitation to the point of diminishing returns"
"oxyphencyclimine","an anticholinergic drug (trade name Daricon) used in treating peptic ulcers"
"otherworldliness","concern with things of the spirit"
"ostentatiousness","lack of elegance as a consequence of being pompous and puffed up with vanity"
"obstreperousness","noisy defiance"
"otolaryngologist","a specialist in the disorders of the ear or nose or throat"
"overcompensation","excessive compensation"
"overcompensation","(psychiatry) an attempt to overcome a real or imagined defect or unwanted trait by overly exaggerating its opposite"
"one-sixty-fourth","one part in sixty-four equal parts"
"person-to-person","(of two persons) in direct encounter"
"person-to-person","involving direct communication or contact between persons or parties"
"phylogenetically","with regard to phylogeny"
"pornographically","in a pornographic manner"
"photographically","by photographic means"
"polysyllabically","in a polysyllabic manner"
"pseudoperipteral","having columniation completely circling an area of the structure"
"pinkish-lavender","of lavender tinged with pink"
"price-controlled","having the price regulated or controlled by government"
"pro-inflammatory","tending to cause inflammation"
"phantasmagorical","characterized by fantastic imagery and incongruous juxtapositions"
"poverty-stricken","poor enough to need help from others"
"psychopathologic","suffering from an undiagnosed mental disorder"
"pseudoscientific","based on theories and methods erroneously regarded as scientific"
"pleasant-tasting","extremely pleasing to the sense of taste"
"palaeontological","of or relating to paleontology"
"psychoanalytical","of or relating to or incorporating the methods and theory of psychiatric treatment originated by Sigmund Freud"
"psycholinguistic","of or relating to the psychology of language"
"predetermination","the act of determining or ordaining in advance what is to take place"
"predetermination","a mental determination or resolve in advance"
"predetermination","(theology) being determined in advance"
"prestidigitation","manual dexterity in the execution of tricks"
"plateletpheresis","platelets are separated from whole blood and the rest is returned to the donor"
"photocoagulation","surgical procedure that uses an intense laser beam to destroy diseased retinal tissue or to make a scar that will hold the retina in cases of detached retina"
"pachycephalosaur","bipedal herbivore having 10 inches of bone atop its head"
"phenyltoloxamine","antihistamine included in some preparations used to treat coughing and nasal congestion"
"prochlorperazine","antipsychotic and antiemetic drug used to treat schizophrenia and to combat nausea and vomiting"
"praiseworthiness","the quality of being worthy of praise"
"presumptuousness","audacious, even arrogant, behavior that you have no right to"
"parsimoniousness","extreme stinginess"
"parsimoniousness","extreme care in spending money"
"perpendicularity","the quality of being at right angles to a given line or plane (especially the plane of the horizon)"
"perpendicularity","the relation of opposition between things at right angles"
"photosensitivity","sensitivity to the action of radiant energy"
"pharmacokinetics","the study of the action of drugs in the body: method and rate of excretion"
"palaeodendrology","the branch of paleobotany that studies fossil trees"
"palaeornithology","the paleobiology of birds"
"pharmacogenetics","the branch of genetics that studies the genetically determined variations in responses to drugs in humans or laboratory organisms"
"psychophysiology","the branch of psychology that is concerned with the physiological bases of psychological processes"
"paleoclimatology","the study of the climate of past ages"
"protoarchaeology","the study of prehistoric human artifacts and human fossils"
"paleoethnography","the ethnography of paleolithic humans"
"photolithography","a planographic printing process using plates made from a photographic image"
"paraprofessional","a trained worker who is not a member of a profession but who assists a professional"
"parapsychologist","someone who studies the evidence for such psychological phenomena as psychokinesis and telepathy and clairvoyance"
"photoelectricity","electricity generated by light or affected by light"
"piezoelectricity","electricity produced by mechanical pressure on certain crystals (notably quartz or Rochelle salt)"
"prince's-feather","tall showy tropical American annual having hairy stems and long spikes of usually red flowers above leaves deeply flushed with purple"
"prince's-feather","annual with broadly ovate leaves and slender drooping spikes of crimson flowers"
"parallelepipedon","a prism whose bases are parallelograms"
"parallelopipedon","a prism whose bases are parallelograms"
"pneumonoconiosis","chronic respiratory disease caused by inhaling metallic or mineral particles"
"pheochromocytoma","a vascular tumor of the adrenal gland"
"phlebothrombosis","thrombosis of a vein without prior inflammation of the vein"
"propylthiouracil","a crystalline compound used as an antithyroid drug in the treatment of goiter"
"perchloromethane","a colorless nonflammable liquid used as a solvent for fats and oils"
"quick-wittedness","intelligence as revealed by an ability to give correct responses without delay"
"quatercentennial","the celebration of the 400th anniversary or the anniversary itself"
"relativistically","by the theory of relativity"
"reddish-lavender","of something having a lavender color tinged with red"
"Russian-speaking","able to communicate in Russian"
"round-shouldered","having the back and shoulders rounded"
"radio-controlled","operated and guided by radio"
"rough-and-tumble","characterized by disorderly action and disregard for rules"
"rough-and-tumble","disorderly fighting"
"representational","(used especially of art) depicting objects, figures,or scenes as seen"
"refractory-lined","(of furnaces) lined with material that has a high melting point"
"rocket-propelled","propelled by (or as if propelled by) a rocket engine"
"roentgenographic","relating to or produced by roentgenography"
"reinterpretation","a new or different interpretation"
"reinterpretation","a new or different meaning"
"re-establishment","restoration to a previous state"
"re-afforestation","the restoration (replanting) of a forest that had been reduced by fire or cutting"
"radiophotography","transmission of photographs by radio waves"
"reclassification","classifying something again (usually in a new category)"
"remilitarization","the act of militarizing again"
"remilitarisation","the act of militarizing again"
"radio-phonograph","electronic equipment consisting of a combination of a radio receiver and a record player"
"radio-gramophone","electronic equipment consisting of a combination of a radio receiver and a record player"
"reprehensibility","being reprehensible"
"right-handedness","preference for using the right hand"
"radiosensitivity","sensitivity to the action of radiant energy"
"radioimmunoassay","immunoassay of a substance that has been radioactively labeled"
"reincarnationism","a doctrine that on the death of the body the soul migrates to or is born again in another body"
"rhinolaryngology","the medical specialty that deals with diseases of the ear, nose and throat"
"rhabdomyosarcoma","a highly malignant neoplasm derived from striated muscle"
"rhinosporidiosis","fungal infection of the nose"
"self-indulgently","in a self-indulgent manner"
"self-conceitedly","with conceit"
"self-consciously","in an uncomfortably self-conscious manner"
"self-righteously","in a sanctimonious manner"
"sawtoothed-edged","(of leaves) having an edged resembling a sawtooth"
"self-opinionated","obstinate in your opinions"
"state-controlled","subscribing to the socialistic doctrine of ownership by the people collectively"
"Semitic-speaking","able to communicate in a Semitic language"
"Spanish-speaking","able to communicate in Spanish"
"single-barrelled","having one barrel"
"straight-grained","of timber"
"spring-flowering","of plants that bloom during the spring"
"summer-flowering","of plants that bloom during the summer"
"self-disciplined","used of nonindulgent persons"
"self-restraining","used of nonindulgent persons"
"self-deprecating","conscious of your own shortcomings"
"self-explanatory","needing no explanation"
"self-constituted","constituted by or established by itself"
"self-established","constituted by or established by itself"
"state-of-the-art","the highest level of development at a particular time (especially the present time)"
"self-destructive","dangerous to yourself or your interests"
"self-sacrificing","willing to deprive yourself"
"scandalmongering","typical of tabloids"
"scandalmongering","spreading malicious gossip"
"sensationalistic","typical of tabloids"
"spearhead-shaped","(of a leaf shape) like a spear point, with flaring pointed lobes at the base"
"syncategorematic","of a term that cannot stand as the subject or (especially) the predicate of a proposition but must be used in conjunction with other terms"
"self-pollinating","of or relating to or characteristic of self-pollination"
"self-fulfillment","the fulfillment of your capacities"
"self-realization","the fulfillment of your capacities"
"self-realisation","the fulfillment of your capacities"
"self-destruction","the act of killing yourself"
"self-destruction","the act of destroying yourself"
"self-improvement","the act of improving yourself"
"self-reformation","the act of improving yourself"
"sectionalization","the act of dividing or partitioning"
"sectionalisation","the act of dividing or partitioning"
"strip-Jack-naked","a card game for two players in which the object is to win all of the other player's cards"
"spiritualization","the act of making something spiritual"
"spiritualisation","the act of making something spiritual"
"suprarenalectomy","surgical removal of one or both adrenal glands"
"semi-abstraction","a semiabstract painting"
"sphygmomanometer","a pressure gauge for measuring blood pressure"
"sulfamethoxazole","a sulfonamide (trade name Gantanol) used to treat infections (especially infections of the urinary tract)"
"synchrocyclotron","cyclotron that achieves relativistic velocities by modulating the frequency of the accelerating electric field"
"semitransparency","the quality of allowing light to pass diffusely"
"substitutability","exchangeability by virtue of being replaceable"
